Unnamed: 0,Unnamed: 0.1,id,type,date,betterDate,title,abstract
Dat het memo zo laat is, heeft er mee te maken dat ik vandaag pas de vraagstelling van de NAM heb gekregen. Aangezien donderdag het overleg met Tynaarlo en Aa 

en Hunze is, leek het mij handig om het college voor donderdag al mee te nemen. 

EN vult het maandag nog aan met een eerste indruk van het ontwerp instemmingsbesluit voor het Winningsplan. 

© 5 or an 

== ocen 2 © 

Fijn weekend. 

Groet, 

Disclaimer: 
Aan de informatie in deze e-mailen ieder aangehecht databestand kunnen geen rechten worden ontleend. De e-mail is vertrouwelijk en is uitsluitend bestemd voor de 
geadresseerde. De gemeente Assen aanvaardt geen aansprakelijkheid voor schade als gevolg van onjuistheden, gedateerde informatie of van een onjuiste en onvolledige 
verzending en ontvangst van informatie.


"
949,982,31.179,Mail,2017-06-02 00:00:00,2017-06-02 13:56:35,RE  foutieve versie korte zienswijze inwoners (12) ,"


Date : 2-6-2017 13:56:35 
31.179 

From : Ms Cn! 
To : EN ssc onl, ssl 
Subject : RE: foutieve versie korte ziens wijze inwoners 
Attachment : voorbeeld uitgebreide zienswijze inwoners Assen.pdf;voorbeeld uitgebreide zienswijze inwoners Assen.docx; 

Toch nog een aanpassing van de lange versie. 

Hierin wordt verwezen naar een bijlage maar die zit er niet bij en is voor inwoners ook niet van belang. 

Bij deze de aangepast versie zonder de verwijzing naar deze bijlage. Zou je die ook op de website willen zetten? 

Alvast bedankt. 

Met vriendelijke groet, 

Beleidsspecialist gemeente Assen 

Website: www@assen.nl 

Van: 

Verzonden: vrijdag 2 juni 2017 9:44 

Aan: © se nn > 

CC: BN @ <<< nn 
Onderwerp: RE: foutieve versie korte zienswijze inwoners 

Dat is erg fijn om te horen. © Ik zag ook erg veel positieve reacties via twitter binnenkomen. 

Met goede communicatie komen we samen heel ver ;-) Jullie ook dank daarvoor. 

Met vriendelijke groet, 

nn, 

webmaster, Gemeente Assen 

werkdagen: ma/di/do/vr 

nn 

www.assen.nl 

MN © =ssen.nl 

van: 

Verzonden: vrijdag 2 juni 2017 9:07 

Aan: << | 

CC: assen.nl> 

Onderwerp: Re: foutieve versie korte zienswijze inwoners 

Dn, 

Raadsleden waren gisteravond zeer lovend over snelle publicatie. 

Super 

Groet 

| 

Verstuurd vanaf mijn iPhone 

Op 2jun. 2017 om 09:01 heef >: cl het volgende geschreven: 

Goedemorgen EE, 

Ik heb het bestand vervangen, zie https://www.assen.nl/gaswinning-assen 

Met vriendelijke groet, 

nn, 
webmaster, Gemeente Assen 

werkdagen: ma/di/do/vr 

nn 

www.assen.nl 

MN © =<sen.nl 

Van: nn 

Verzonden: vrijdag 2 juni 2017 8:36 

Aan: > 5 << 5 | 

CC: assen.nl> 

Onderwerp: FW: foutieve versie korte zienswijze inwoners 

B zoe demorgen,




Zie onderstaande mail van collega BEN Zou jij het kunnen aanpassen? Bij voorbaat dank 

Met vriendelijke groet 
nn 

Bestuurscommunicatie, woordvoerder 

nn 
> cen 

Bezoekadres: Noordersingel 33, 9401 JW Assen 

Van: ÜÜ 
Verzonden: vrijdag 2 juni 2017 8:28 

Aan: MN): <5 | > 

CC: B ©): ; 5 cn | > 

Onderwerp: foutieve versie korte zienswijze inwoners 

Dn, 

Zag gisteravond dat er in de korte versie die op de website is geplaatst nog een paar storende tekstfoutjes staan die ik al wel had verbeterd. 

Ik heb gistermiddag waarschijnlijk een eerdere versie naar je gemaild. 

Bij deze de juiste versie in word en pdf. 

Zou je ervoor kunnen zorgen dat de huidige versie op de site wordt vervangen. 

De lange versie is wel goed. 

Alvast bedankt 

Met vriendelijke groet, 

Beleidsspecialist gemeente Assen 

Website: www @assen.nl 

Disclaimer: 
Aan de informatie in deze e-mailen ieder aangehecht databestand kunnen geen rechten worden ontleend. De e-mail is vertrouwelijk en is uitsluitend bestemd voor de 
geadresseerde. De gemeente Assen aanvaardt geen aansprakelijkheid voor schade als gevolg van onjuistheden, gedateerde informatie of van een onjuiste en onvolledige 
verzending en ontvangst van informatie.






Zienswijze Winningsplan 

Westerveld




INHOUD 

1 INLEIDING 

2 SAMENVATTING EN CONCLUSIE 

2.1 Samenvatting 

2.2 Conclusie 

3 MAATSCHAPPELIJKE IMPACT 

4 COMMUNICATIE 

5 REIKWIJDTE EN KADERS WINNINGSPLAN 

5.1 Doelmatigheid 

5.2 Kaders schade 

5,3 Natuur en milieu — Nationaal Park Drentsche Aa 

54 Reikwijdte winningsplan voor verschillende velden 

6 PRODUCTIE 

6.1 Productie put Vries-10 

6.2 Productiesnelheid 

6.3 Totale productie en fluctuaties en duur van het besluit 

7 ONZEKERHEDEN/ ONTBREKENDE ZAKEN 

7.1 Onzekerheden 

7.2 Ontbrekende/onjuiste gegevens 

8 BODEMBEWEGING 

8.1 Bodemdaling 

8.2 Bodemtrilling 

8.3 Reservoirstimulatie/ Fracken 

9 SCHADE 

9,1 Voorkomen van schade (wettelijke verplichting) 

9.2 Afhandeling van schade 

9,3 Lusten en lasten 

10 _RISICOBEHEERSYSTEEM 

11 ARTIKELEN ONTWERPBESLUIT 

Zienswijze winningsplan Westerveld 

BLAD 

B
 

B
 

10 

10 

10 

10 

12 

13 

13 

14 

14 

16 

16 

16 

18 

18 

18 

18 

20 

20 

21 

22 

23 

25




Zienswijze winningsplan Westerveld 

1 INLEIDING 

Op 8 mei 2017 heeft u het ontwerp-instemmingsbesluit op het winningsplan Westerveld 

gepubliceerd. In uw ontwerp-instemmingsbesluit geeft u tevens uw reactie op het advies dat 

de gemeente Assen in januari 2017 op het winningsplan uitbracht. 

Het advies was om niet in te stemmen met het winningsplan. Subsidiair is onder andere 

aangegeven dat onafhankelijke validatie, schadebeperking, schadeafwikkeling en een 

risicobeheersysteem op voorhand goed moeten zijn geregeld. 

Uw ontwerp-instemmingsbesluit komt op een aantal punten tegemoet aan dit advies. Het advies 

gaat niet alleen over de technisch juridische aspecten. Het winningsplan is ook beoordeeld op 

de maatschappelijke consequenties. De aanleiding voor de gewijzigde Mijnbouwwet (Mbw) was 

immers vooral om het burgerperspectief goed mee te nemen in de beoordeling van de 

winningsplannen. 

In de afgelopen periode is er meer aandacht gekomen voor de veiligheid en het welzijn van 

inwoners die op en nabij gasvelden wonen. Onder andere vanwege de zorgen over de directe 

en indirecte gevolgen van de gaswinning op het leven van de inwoners van het gebied, dien ik 

deze zienswijze in op uw ontwerp-instemmingsbesluit.




Zienswijze winningsplan Westerveld 

2 SAMENVATTING EN CONCLUSIE 

2.1 Samenvatting 

Vanuit betrokkenheid, zorg en oprechte belangstelling heb ik het winningsplan en uw ontwerp- 

instemmingsbesluit bestudeerd. Vanwege de zorgen over de directe en indirecte gevolgen van 

de gaswinning op het leven van de inwoners van het gebied en de invloed op natuur en milieu, 

dien ik deze zienswijze in op uw ontwerp-instemmingsbesluit. 

Na bestudering van het winningsplan en het ontwerp-instemmingsbesluit kom ik tot de 

volgende opmerkingen. 

Veiligheid 

Uit het winningsplan en de bijbehorende adviezen van TNO en Staatstoezicht op de Mijnen 

(SodM) maak ik op dat er weliswaar geen veiligheidsrisico’s bestaan voor de gebieden in en rond 

de gasvelden en de inwoners, maar dat er wel schade — waaronder constructieve — kan ontstaan 

aan gebouwen. In het advies van de gemeente is aandacht gevraagd voor onzekerheden 

omtrent allerlei berekeningen. Omdat rond de effecten en gevolgen van gaswinning op de 

ondergrond en bovengrondse bouwwerken nog altijd veel onduidelijk is, adviseerde de 

gemeente met uiterste terughoudendheid conclusies te verbinden aan de berekeningen van de 

maximaal te verwachten seismische activiteit. U ben daar in het ontwerpbesluit niet op 

ingegaan. 

Productieniveau, - snelheid en duur van het instemmingsbesluit 

In het ontwerpbesluit is niet onderbouwd of en waarom de winning uit deze velden gedurende 

tien jaar noodzakelijk is. Het lijkt er op dat winning uit deze velden als een gegeven wordt 

beschouwd. Dat zal echter nader onderzocht en gemotiveerd moeten worden. Ik vind het 

onwenselijk dat het instemmingsbesluit een looptijd heeft van tien jaren. Voorts moet het 

instemmingsbesluit beperkingen aan het productietempo (voorkomen van fluctuaties) 

bevatten. 

Communicatie 

Inwoners in het gebied dat het winningsplan Westerveld bestrijkt, hebben zorgen over hun 

veiligheid en over eventuele schade aan hun eigendommen. In uw brief van 14 april 2017 

(kenmerk DGETM-EO/17049086) gericht aan de colleges van B&W concludeert u dat de oude 

winningsplannen werden geschreven door experts voor experts en dat deze dus ongeschikt zijn 

voor advisering en inspraak door burgers en lokale overheden. Het winningsplan Westerveld dat 

nu ter besluitvorming voorligt is nog geschreven in deze oude stijl.




Zienswijze winningsplan Westerveld 

Voorkomen en beperken van schade 

In de Mijnbouwwet ligt vooral de nadruk op het voorkomen van schade door mijnbouw 

(preventief handelen, zie bijvoorbeeld artikel 33 Mbw, en niet op het geoorloofd zijn van 

mijnbouwactiviteiten, mits de nadelige gevolgen daarvan door de exploitant / operator worden 

weggenomen of verzacht (curatief handelen). 

U beperkt het begrip schade ten onrechte tot enkel schade in de zin van het Burgerlijk wetboek 

(BW). Het schadebegrip in de Mijnbouwwet is veel breder. Dat leidt dus tot een ander 

toetsingskader. 

Schadeafhandeling 

In uw ontwerpbesluit geeft u aan dat er behoefte is aan een adequate regeling voor de 

afdoening en vergoeding van schades en compensatie. Het is goed dat u op dit punt de ideeën 

van de gemeente over afhandeling van schade onderschrijft en dat u in uw ontwerp- 

instemmingsbesluit regels stelt om één en ander te bewerkstelligen. Ik ben echter van mening 

dat u de verantwoordelijkheid hiervoor ten onrechte primair neerlegt bij de NAM en de 

decentrale overheden. 

Meet- en regelprotocol 

Er zijn tal van onzekerheden bij berekeningen en voorspellingen van bodemdaling en 

bodemtrilling bij gaswinning. Tcbb noemt een mogelijke bevingszwaarte van 3,9 op de schaal 

van Richter en daarmee een grote kans op constructieve schade. Inwoners moeten beschermd 

worden tegen dit risico. Het is daarom, als u toch gaat winnen, van groot belang dat er een 

serieus risicobeheersysteem wordt opgesteld. De NAM is verplicht een risicobeheersysteem 

voor de bevende voorkomens (dit zijn velden die eerder hebben gebeefd) op te laten stellen en 

dit ter goedkeuring voor te leggen aan SodM. Om invulling te geven aan de rechtszekerheid van 

inwoners zou dit transparant moeten gebeuren en dus al bij het winningsplan ter instemming 

gevoegd moeten zijn. Ook zou een risicobeheerssysteem voor alle velden moeten worden 

aangelegd. 

Fracken en zuurstimulatie 

Fracken en zuurstimulatie zijn risicovolle technieken. Daarom ben ik verheugd dat u het advies 

van de gemeente heeft overgenomen en vastgelegd in artikel 1 van uw besluit. Onduidelijk is 

echter aan welke paragrafen en passages van het winningsplan nu exact instemming is 

onthouden. U geeft echter ook aan dat bij de toepassing van zuur- en hydraulische stimulatie 

door de NAM een nieuwe wijziging van het winningsplan ingediend moet worden en afhankelijk 

van de aard van de wijziging, besloten wordt welke procedure voor de besluitvorming hierover 

gevolgd zal worden. Bij een minimale wijziging kunt u dan de bagatelclausule in werking laten 

treden en wordt niet de uitgebreide procedure gevolgd. Daarmee wordt het burgerperspectief 

in die situatie niet voldoende ingevuld. 

2.2 Conclusie 

In het ontwerp-instemmingsbesluit dat nu voorligt, komt u deels tegemoet aan het advies van 

de Onderzoekraad voor de Veiligheid (OvV). Dat geeft aan dat het burgerperspectief structureel 

5




Zienswijze winningsplan Westerveld 

en herkenbaar moet worden meegewogen in de besluitvorming. In uw afweging zijn echter de 

effecten van de gaswinning in het gebied -en met name ook het voorkomen van die effecten- 

onvoldoende meegenomen. Het gaat dan om de directe en indirecte gevolgen zoals het 

ontstaan van schade en nadelige effecten op natuur en milieu, het gevoel van veiligheid, 

leefbaarheid en economie. 

In uw besluit baseert u zich nu voornamelijk op het advies van SodM omtrent het planmatig 

beheer van de winning aangevuld met de resultaten van de Seismische Risico Analyse (SRA). Dit 

advies is conform de wettelijk voorschriften opgesteld en gaat daarmee inhoudelijk nog voorbij 

aan de maatschappelijke effecten, die volgens de nieuwe mijnbouwwet ook nadrukkelijk 

meegewogen moeten worden. 

In het winningsplan en de technische adviezen wordt de kans op een zware beving als klein 

beoordeeld. Tegelijkertijd is er nog altijd weinig bekend over het gedrag van (kleine) 

aardgasvelden en is het deels gissen wat er precies gebeurt in de diepe ondergrond. In zijn advies 

van 13 april jl. schrijft de Inspecteur-generaal van de SodM over de Groninger situatie dat de 

modellen te kort schieten. Wat we wel weten, is dat de velden in het plangebied hebben 

gebeefd en in het geval van Eleveld zelfs met een zwaarte van meer dan 2,0 op de schaal van 

Richter. U kunt geen garantie geven dat een dergelijke of veel zwaardere beving zich niet voor 

zal doen. 

Tal van zaken zijn in het winningsplan nog niet uitgewerkt en gespecificeerd zoals de 

natuurtoets/ Milieu Effect Rapportage voor de Drentsche Aa en een gespecificeerd meet- en 

monitoringplan. Ook de uitgevoerde SRA is gebaseerd op onjuiste gegevens waarbij onder 

andere het vastgestelde bestemmingsplan Werklandschap Assen Zuid niet is meegenomen. Ook 

ontbreekt in het winningsplan informatie over de exacte locaties van winningsputten in de 

gasvelden, geplande locaties van winputten en de winningshoeveelheden per put zoals het 

Mijnbouwbesluit vereist. Ten slotte gaat het winningsplan niet in op de vraag op welke wijze 

schade wordt voorkomen. Dit zijn belangrijke zaken die in het winningsplan ontbreken en die 

niet te herstellen zijn in de lopende procedure. Wanneer zonder deze informatie 

besluitvorming plaatsvindt, is dit een ernstige aantasting van de rechtszekerheid van inwoners. 

Dit alles overziend, vind ik dat u niet kunt instemmen met het Winningsplan Westerveld.




Zienswijze winningsplan Westerveld 

3 MAATSCHAPPELIJKE IMPACT 

Uit onderzoek blijkt een duidelijk verband tussen schade, veiligheidsbeleving en 

gezondheidsklachten. Schade aan de eigen woning, maar ook schade in de omgeving gaan 

gepaard met een sterk verlaagd gevoel van veiligheid. Ik wil niet in een situatie belanden waar 

zich dit voordoet. 

In een gebied met schade door gaswinning zijn meer gezondheidsklachten en zien we een zelfde 

patroon als bij het ervaren van onveiligheid. Meer mensen zijn daar psychisch ongezond en een 

hoger percentage gaat regelmatig naar de huisarts. 

Op 1 maart jongstleden heeft de rechtbank Noord Nederland geoordeeld dat de Nederlandse 

Aardolie Maatschappij (NAM) aan een deel van de inwoners van het Groningenveld de 

immateriële schade moet vergoeden. De NAM is aansprakelijk voor de door inwoners van het 

Groningenveld geleden en/of nog te lijden immateriële schade, als gevolg van aardbevingen. 

Belangrijke reden voor de uitspraak is dat de NAM volgens de rechtbank ernstige inbreuk maakt 

op een fundamenteel persoonlijkheidsrecht, namelijk het recht op een ongestoord woongenot. 

Door de jarenlange ontkenning van de aardbevingsproblematiek is het vertrouwen bij de 

bevolking weggevloeid in alle instituties die te maken hebben met de gaswinning en de gevolgen 

daarvan. Het is belangrijk dit vertrouwen te herstellen. Bij de beoordeling van het winningsplan 

moet daarom, conform het advies van OvV, niet alleen naar een acceptabel veiligheidsniveau 

worden gekeken, maar ook naar de effecten op schade en maatschappelijke acceptatie. 

In uw ontwerp-instemmingsbesluit houdt u te weinig rekening met de maatschappelijke 

gevolgen. 

Ik vind dat u: 

1. In navolging van het door u omarmde advies van de OvV de maatschappelijke 

gevolgen expliciet en transparant moet benoemen en betrekken in uw afweging. 

Energiebeleid 

In het ontwerp-instemmingsbesluit gaat u in op het beleid omtrent energie. U geeft terecht aan 

dat Nederland aardgas nodig heeft. De reden hiervan is onder andere een achterblijvend 

rijksbeleid op het vlak van verduurzaming van de energievoorziening. 

U geeft aan dat wanneer aardgas veilig kan worden gewonnen, het wenselijk is dit uit 

Nederlandse bodem te winnen zodat Nederland minder afhankelijk is van gasimport. In dit 

verband wijs ik u er op dat een deel van het Nederlandse aardgas nog altijd bestemd is voor 

export. Noorwegen zou graag aardgas aan Nederland leveren. Ik kan geen andere reden dan 

economische bedenken, om niet in te gaan op dit aanbod. 

Bovenstaande overziend doet mij concluderen dat u een belangenafweging maakt tussen 

economie en inkomsten voor de staat en het veilig en zorgeloos kunnen wonen en leven door 

de inwoners van onze regio. U bent bevoegd om deze afweging te maken. Maar wees hier dan 

eerlijk en transparant over en neem dit op in de definitieve beschikking.




Zienswijze winningsplan Westerveld 

Het valt mij op dat u in de instemmingsbesluiten inzake gaswinning uit het Groningenveld 

uitgebreid tracht te motiveren waarom de door u vergunde winningsniveaus nodig zijn voor 

leveringszekerheid. In het onderhavige ontwerpbesluit lijkt u voetstoots aan te nemen dat de in 

het winningsplan Westerveld aangevraagde niveaus noodzakelijk zijn. 

Ik lees nergens in de tekst uw motivatie over de noodzaak om de in het Winningsplan genoemde 

hoeveelheden ook in relatie tot het tijdsverloop te winnen. Anders gezegd: Zijn de genoemde 

hoeveelheden wel nodig ook in relatie tot de versnelling van de verduurzaming? En zo ja, kunnen 

deze hoeveelheden niet op een andere plek veiliger gewonnen worden? Bijvoorbeeld op 

plekken zonder stedelijke bebouwing of bebouwingsconcentraties? 

Ik vind dat u: 

1. Een duidelijker motivering moet geven over de afweging die u maakt. 

2. Moet aantonen dat de genoemde hoeveelheden nodig zijn voor de 

leveringszekerheid.




Zienswijze winningsplan Westerveld 

4 COMMUNICATIE 

Inwoners in het gebied dat het winningsplan Westerveld bestrijkt, hebben zorgen over hun 

veiligheid en eventuele schade aan hun eigendommen. Inwoners van de Asser woonwijk 

Marsdijk hebben aangeven tegen gaswinning te zijn en daarom meer dan 2.000 handtekeningen 

verzameld en aan u overhandigd. Duidelijk is daarmee dat het maatschappelijk draagvlak voor 

gaswinning hier zwaar onder druk staat. 

In 2015 heeft de OvV vijf aanbevelingen gedaan over aardbevingsrisico’s in Groningen. De OvV 

wilde meer aandacht voor veiligheid in de besluitvorming. Ook zouden NAM en EZ meer moeten 

communiceren over de onzekerheden in de voorspellingen en hoe zij hiermee om wil gaan. Dit 

heeft geresulteerd in vijf aanbevelingen. 

Eén van de vijf aanbevelingen was het burgerperspectief meenemen in de besluitvorming van 

winningen. Dit heeft u gedaan door in de nieuwe Mijnbouwwet lokale overheden en inwoners 

een rol te geven in de besluitvorming door middel van inspraak. 

In uw brief van 14 april 2017 (kenmerk DGETM-EO/17049086) gericht aan de colleges van B&W 

concludeert u dat de oude winningsplannen werden geschreven door experts voor experts en 

dat deze dus ongeschikt zijn om ter advisering en ter inspraak aan burgers en lokale overheden 

voor te leggen. Het winningsplan Westerveld dat nu ter besluitvorming voorligt is nog 

geschreven in deze oude stijl. 

In het ontwerpbesluit geeft u aan dat u zorgvuldige en publieksvriendelijke communicatie wilt 

borgen. Uw ministerie werkt aan een maatschappelijke licentie en een publieksvriendelijke 

oplegger. Ik constateer dat deze nog niet gerealiseerd zijn en dat u enkel verwijst naar een 

drietal (traditionele) inloopbijeenkomsten voor inwoners. 

Van uw voornemen om te komen tot transparante en consistente communicatie komt nog 

weinig terecht in dit ontwerpbesluit. Vanuit de belangen van inwoners, verwacht ik dat NAM en 

het ministerie van EZ zorgvuldiger en publieksvriendelijker communiceren met de burgers. Het 

verhelderen van rollen, taken en verantwoordelijkheden op dit gebied en hier op een 

transparante wijze uitvoering aan geven gebeurt op dit moment nog niet. 

Het winningsplan is lastig te lezen voor niet-ingewijden. De nadere toelichting tijdens 

inloopavonden is naar mijn mening niet voldoende. Hierdoor krijgen niet alle inwoners de 

gelegenheid het winningsplan te doorgronden. 

Door het niet begrijpelijk zijn van zowel het winningsplan als het ontwerp-instemmingsbesluit, 

wordt geen goede invulling gegeven aan het inwonerperspectief. Hierdoor is het voor inwoners 

niet mogelijk om op een goede manier zienswijzen kenbaar te maken. 

Ik vind dat: 

1. Het winningsplan en ontwerpbesluit op het aspect van leesbaarheid en daarmee 

het burgerperspectief niet voldoen aan ministeriële toezeggingen en er daarom 

een nieuw winningsplan en ontwerpbesluit moeten komen.




Zienswijze winningsplan Westerveld 

5 REIKWIJDTE EN KADERS WINNINGSPLAN 

5.1 Doelmatigheid 

Onduidelijk blijft aan welke kaders het winningsplan is getoetst. Deze toetsing draait volgens u 

vooral om planmatig beheer. Hierbij gaat het om de vraag of de door de mijnbouwonderneming 

in het winningsplan aangegeven winbaarheidsfactor reëel is, gezien de technische parameters 

en geologische omstandigheden van het reservoir. 

U concludeert dat het winningsplan Westerveld op basis van deze toetsing voldoet aan 

wettelijke eisen die gesteld worden aan planmatig beheer en dat u daarom geen reden ziet 

instemming met het winningsplan te weigeren of voorschriften eraan te verbinden. 

Ik ben van mening dat een bredere beoordeling op het aspect doelmatigheid wenselijk is. Ook 

vind ik dat als de doelmatigheid van onderhavig winningsplan wordt beoordeeld in relatie tot de 

maatschappelijke gevolgen dit tot een ander besluit moet leiden. Ik licht dit standpunt in de 

paragrafen 5.3 (Natuur en milieu) en 9.1 (Voorkomen van schade) nader toe. 

5.2 Kaders schade 

Voor het begrip ‘schade’ verwijst u naar artikel 36, eerste lid, onderdeel a, van de Mijnbouwwet 

(Mbw) en de mogelijke aansprakelijkheid van de NAM voor schade die ontstaat door de 

gaswinning op grond van het Burgerlijk Wetboek Boek 6 artikel 177 - deze te vergoeden. Daarbij 

zal volgens u het schadebegrip zoals dat gehanteerd wordt in het kader van het Burgerlijk 

Wetboek leidend zijn. Daarbij verwijst u nog naar het landelijk loket mijnbouwschade, waar 

personen met schade als gevolg van gaswinning zich per 1 januari 2017 kunnen melden. 

Uw opvatting over het begrip schade is te beperkt. Het begrip schade is in art. 1 sub b Mbb ruim 

gedefinieerd: iedere aantasting van één van de in art. 49 lid 2 en 3 Mbw genoemde belangen, 

waaronder veiligheid van omwonenden en de bescherming van het milieu. Het winningsplan 

moet daarover informatie bevatten (zie art. 35 lid 1 sub f Mbwen art. 24 lid 1 sub gen sen art. 

24 lid 2 Mbb) en u moet het winningsplan daarop beoordelen. Dat is een aanmerkelijk ruimere 

toets dan alleen de aanwezigheid of het voorkomen van schade in de zin van het Burgerlijk 

Wetboek. 

5.3 Natuur en milieu — Nationaal Park Drentsche Aa 

De gevolgen van de gasvelden in dit winningsplan Westerveld voor de beschermde status van 

het Natura-2000-gebied Drentsche Aa zijn in strijd met art. 24 lid 1 sub g, r en s Mbb, nog niet 

onderzocht. Een beoordeling van effecten op het Natura 2000-gebied is derhalve onvoldoende 

in uw ontwerp instemmingsbesluit meegewogen. Onlangs is er een beheerplan voor het Natura- 

2000 Drentsche Aa door uw ministerie opgesteld. Ook daaraan zal u het winningsplan moeten 

toetsen. 

Het Drentsche Aa-gebied is niet alleen een Natura-2000 gebied. Voor het stroomdal van de 

Drentsche Aa is als uitvloeisel van de Europese Kaderrichtlijn Water ook een maatregelenpakket 

10




Zienswijze winningsplan Westerveld 

van kracht om de waterkwaliteit in het gebied te verbeteren ter ondersteuning van het behoud 

en de ontwikkeling van kenmerkende natuurwaarden. Dit maatregelenpakket is vastgesteld 

door de provincies Groningen, Drenthe en het waterschap Hunze en Aa's en wordt uitgevoerd 

onder verantwoordelijkheid van laatstgenoemd waterschap. 

De Natuurtoets zoals bedoeld op pag. 22 van het winningsplan moet zich daarom niet beperken 

tot een beoordeling van de impact van de gaswinning op soortenbescherming of de unieke 

natuurlijke kenmerken en habitattypes van het Drentsche Aa-gebied als Natura 2000 gebied / 

Nationaal Park. De natuurtoets zal ook uitsluitsel moeten geven over de vraag in hoeverre het 

bereiken van de KRW-waterkwaliteitsdoelstellingen als gevolg van de uitvoering van het 

winningsplan wordt belemmerd en de vraag of de mogelijkheden tot behoud en bescherming 

van de aanwezige kwaliteit van oppervlaktewater- en grondwaterstromen al dan niet negatieve 

gevolgen ondervindt door toedoen van deze mijnbouwactiviteiten. 

Voorts meen ik dat voor dit winningsplan Westerveld een MER-rapportage verplicht is. Dit 

vanwege de samenhang tussen de bepalingen van art. 7.2a van de Wet milieubeheer en art. 2.8 

van de Wet natuurbescherming, zoals die op 1 januari 2017 in werking is getreden. 

